Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Education Encoded,LoyaltyStatus Encoded,FlightsTotal,DistanceKM,KMPerFlight,FlightsRatioAccompanied,DistanceRatioRedeemedPoints,Flights2019,FlightsJan,FlightsFeb,FlightsMar,FlightsApr,FlightsMay,FlightsJun,FlightsJul,FlightsAug,FlightsSep,FlightsOct,FlightsNov,FlightsDec,Flights2020,Flights2021,FlightsGrowth2020vs2019%,FlightsGrowth2021vs2020%,MonthlyFlightVariance,CLVperFlight,CLVperPointsRedeemed,Months Enrolled
934529,Quebec,Montreal,male,Master,Suburban,19794.0,Married,Star,2019-08-22,2020-11-06,3794.96,Standard,4,1,80,313593,3919.91,0.4,0.04,38,8,8,25,11,0,0,17,10,0,2,0,0,42,0,10.53,-100.0,12.735714285714286,47.44,0.31,15
405768,Nova Scotia,Halifax,female,Bachelor,Rural,82414.0,Divorced,Star,2020-03-30,2020-11-30,3816.41,Standard,3,1,125,265006,2120.05,0.34,0.0,59,0,0,0,11,30,19,27,0,15,6,17,0,66,0,11.86,-100.0,25.891714285714286,30.53,0.0,8
951879,Ontario,Toronto,female,Bachelor,Urban,97729.0,Married,Star,2021-04-12,2021-12-12,3832.9,2021 Promotion,3,1,60,166599,2776.65,0.23,0.03,0,0,0,0,0,0,20,2,0,13,5,13,7,0,60,0.0,0.0,20.457142857142856,63.88,0.78,8
865654,Quebec,Montreal,female,College,Urban,0.0,Single,Star,2019-05-19,2020-07-03,3853.47,Standard,2,1,129,311638,2415.8,0.29,0.02,61,23,19,21,8,21,30,8,0,0,0,0,0,68,0,11.48,-100.0,26.77873015873015,29.87,0.58,14
647658,British Columbia,Vancouver,female,Bachelor,Urban,93272.0,Married,Star,2021-02-25,2021-10-25,3861.49,2021 Promotion,3,1,35,81813,2337.51,0.03,0.04,0,0,0,1,0,5,18,0,9,2,0,0,0,0,35,0.0,0.0,11.456349206349206,110.33,1.16,8
402390,Quebec,Montreal,female,Master,Suburban,28142.0,Married,Star,2021-02-04,2021-04-17,3873.65,2021 Promotion,4,1,8,5958,744.75,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,1.7777777777777777,484.21,0.0,2
674738,Alberta,Banff,male,College,Suburban,0.0,Married,Star,2019-04-29,2020-12-12,3885.46,Standard,2,1,135,254323,1883.87,0.17,0.05,64,21,0,0,2,19,27,19,0,0,6,10,32,71,0,10.94,-100.0,29.048849206349207,28.78,0.32,19
953210,British Columbia,West Vancouver,female,Bachelor,Urban,25927.0,Single,Star,2020-11-06,2021-07-06,3933.81,Standard,3,1,45,98177,2181.71,0.2,0.07,0,3,1,13,8,11,9,0,0,0,0,0,0,0,45,0.0,0.0,11.107142857142856,87.42,0.6,8
875485,Ontario,Kingston,female,Bachelor,Rural,49544.0,Single,Star,2020-06-21,2021-02-21,3969.43,Standard,3,1,93,107931,1160.55,0.34,0.08,42,0,4,0,0,0,0,0,28,17,15,0,28,47,4,11.9,-91.49,24.3185,42.68,0.45,8
144936,Alberta,Edmonton,female,Bachelor,Rural,69379.0,Single,Star,2018-09-15,2021-01-22,4118.59,Standard,3,1,106,247380,2333.77,0.36,0.02,48,26,2,0,11,19,4,0,19,0,0,25,0,53,5,10.42,-90.57,19.307515873015877,38.85,0.71,28
793742,British Columbia,Vancouver,female,Bachelor,Rural,34080.0,Married,Star,2020-07-03,2021-03-03,4126.61,Standard,3,1,43,37611,874.67,0.53,0.0,20,0,1,0,0,0,0,0,15,10,0,17,0,22,1,10.0,-95.45,7.366158730158731,95.97,0.0,8
316323,British Columbia,Vancouver,male,College,Urban,0.0,Single,Star,2020-08-14,2021-04-14,4151.67,Standard,2,1,70,180832,2583.31,0.04,0.0,22,3,0,13,7,0,0,0,0,4,0,15,28,25,23,13.64,-8.0,17.69335714285715,59.31,0.0,8
575015,New Brunswick,Fredericton,male,College,Suburban,0.0,Single,Star,2019-11-23,2020-07-23,4162.18,Standard,2,1,55,131984,2399.71,0.15,0.03,26,0,23,15,0,0,4,13,0,0,0,0,0,29,0,11.54,-100.0,11.087896825396827,75.68,1.0,8
447804,Alberta,Edmonton,female,College,Urban,0.0,Married,Star,2018-01-20,2021-02-14,4177.7,Standard,2,1,158,304610,1927.91,0.25,0.07,69,19,12,0,10,6,28,0,11,2,25,19,27,77,12,11.59,-84.42,24.52313492063492,26.44,0.2,37
481902,Newfoundland,St. John's,male,College,Suburban,0.0,Single,Star,2019-11-07,2020-07-07,4191.06,Standard,2,1,82,137296,1674.34,0.28,0.0,39,0,8,17,0,19,25,13,0,0,0,0,0,43,0,10.26,-100.0,16.16389682539682,51.11,0.0,8
602068,Ontario,Toronto,male,Doctor,Rural,14170.0,Married,Star,2019-09-22,2021-03-05,4223.27,Standard,5,1,142,279871,1970.92,0.17,0.03,65,13,7,30,8,0,0,0,25,19,0,10,30,72,5,10.77,-93.06,28.991015873015876,29.74,0.52,17
939289,Quebec,Tremblant,male,Bachelor,Urban,59038.0,Married,Star,2019-07-11,2020-03-11,4236.47,Standard,3,1,23,44728,1944.7,0.17,0.12,11,10,13,0,0,0,0,0,0,0,0,0,0,12,0,9.09,-100.0,3.4142857142857146,184.19,0.81,8
761150,New Brunswick,Moncton,male,College,Rural,0.0,Single,Star,2020-06-25,2021-02-25,4250.28,Standard,2,1,79,159002,2012.68,0.18,0.08,32,3,8,0,0,0,0,25,0,0,21,23,0,36,11,12.5,-69.44,19.526253968253975,53.8,0.33,8
753977,Ontario,Trenton,male,College,Urban,0.0,Married,Star,2019-11-07,2020-07-07,4270.03,Standard,2,1,99,227542,2298.4,0.34,0.03,47,13,13,13,8,25,23,4,0,0,0,0,0,52,0,10.64,-100.0,17.075682539682543,43.13,0.68,8
748831,Ontario,Toronto,female,Bachelor,Rural,23712.0,Married,Star,2019-12-05,2020-08-05,4281.06,Standard,3,1,68,109117,1604.66,0.12,0.08,32,0,0,21,0,0,2,25,21,0,0,0,0,36,0,12.5,-100.0,17.59314285714286,62.96,0.5,8
196798,British Columbia,Dawson Creek,male,Bachelor,Suburban,73345.0,Married,Star,2016-12-07,2021-08-07,4307.42,Standard,3,1,245,393304,1605.32,0.23,0.03,84,0,21,39,0,24,46,45,17,28,0,0,25,93,68,10.71,-26.88,43.97627777777778,17.58,0.43,56
135878,British Columbia,Whistler,male,Bachelor,Rural,60475.0,Married,Star,2018-04-04,2021-05-19,4330.39,Standard,3,1,131,181000,1381.68,0.2,0.05,48,0,13,32,3,40,21,0,0,0,21,0,0,53,30,10.42,-43.4,28.115896825396824,33.06,0.49,37
843672,Ontario,Sudbury,female,Bachelor,Rural,30574.0,Single,Star,2021-05-08,2021-11-29,4335.68,Standard,3,1,26,105847,4071.04,0.58,0.03,0,0,0,0,0,0,12,0,0,6,5,3,0,0,26,0.0,0.0,5.577777777777778,166.76,1.51,7
419237,Ontario,Toronto,male,Bachelor,Urban,91761.0,Married,Star,2020-03-21,2020-11-21,4339.87,Standard,3,1,110,190998,1736.35,0.0,0.0,52,0,0,0,0,23,0,34,25,0,11,17,0,58,0,11.54,-100.0,29.354444444444432,39.45,0.0,8
700731,Quebec,Montreal,male,Bachelor,Suburban,38925.0,Divorced,Star,2020-04-05,2020-12-05,4363.6,Standard,3,1,112,242358,2163.91,0.29,0.0,53,0,0,0,0,11,15,40,11,0,0,19,15,59,0,11.32,-100.0,28.34694444444445,38.96,0.0,8
327903,Ontario,Toronto,female,Bachelor,Urban,63774.0,Divorced,Star,2021-01-04,2021-09-04,4376.36,Standard,3,1,38,53079,1396.82,0.34,0.06,0,0,6,0,0,0,8,14,0,10,0,0,0,0,38,0.0,0.0,10.168253968253971,115.17,1.29,8
210148,Ontario,Toronto,female,College,Rural,0.0,Single,Star,2019-08-09,2020-04-09,4383.75,Standard,2,1,32,22897,715.53,0.53,0.0,15,0,19,13,0,0,0,0,0,0,0,0,0,17,0,13.33,-100.0,6.877420634920633,136.99,0.0,8
987612,British Columbia,Vancouver,male,Bachelor,Rural,97949.0,Married,Star,2019-09-29,2021-12-11,4475.05,Standard,3,1,226,470451,2081.64,0.31,0.03,72,15,21,21,30,10,55,20,2,16,21,0,15,80,74,11.11,-7.5,37.22920634920635,19.8,0.36,26
617108,Quebec,Quebec City,male,College,Rural,0.0,Divorced,Star,2020-01-12,2020-09-12,4476.81,Standard,2,1,80,130813,1635.16,0.34,0.0,38,0,0,0,27,0,4,23,27,0,0,0,0,42,0,10.53,-100.0,22.87171428571428,55.96,0.0,8
455234,Ontario,Trenton,female,College,Rural,0.0,Single,Star,2020-07-07,2021-03-07,4502.67,Standard,2,1,53,124530,2349.62,0.36,0.0,23,2,0,2,0,0,0,0,0,10,17,0,23,26,4,13.04,-84.62,10.893999999999998,84.96,0.0,8
593007,Quebec,Montreal,female,College,Rural,0.0,Single,Star,2016-08-30,2021-09-17,4518.02,Standard,2,1,173,345661,1998.04,0.38,0.04,68,23,25,6,17,0,5,36,13,23,6,15,4,76,29,11.76,-61.84,19.402571428571434,26.12,0.33,61
112661,Ontario,London,male,Bachelor,Rural,74935.0,Married,Star,2016-08-05,2020-05-28,4523.75,Standard,3,1,65,122685,1887.46,0.43,0.08,31,25,0,19,8,13,0,0,0,0,0,0,0,34,0,9.68,-100.0,13.960539682539684,69.6,0.48,46
229692,Ontario,London,female,College,Urban,0.0,Single,Star,2020-12-12,2021-08-12,4574.0,Standard,2,1,73,97899,1341.08,0.19,0.0,0,7,4,3,1,15,18,10,15,0,0,0,0,0,73,0.0,0.0,22.88492063492063,62.66,0.0,8
149430,British Columbia,Vancouver,female,Master,Urban,28215.0,Single,Star,2021-01-15,2021-09-15,4650.06,Standard,4,1,52,87826,1688.96,0.21,0.17,0,0,0,1,9,10,17,15,0,0,0,0,0,0,52,0.0,0.0,17.739682539682537,89.42,0.31,8
954424,Ontario,Kingston,female,College,Rural,0.0,Single,Star,2019-01-16,2021-08-27,4698.76,Standard,2,1,156,462252,2963.15,0.42,0.03,56,16,20,10,7,18,0,39,13,10,23,2,0,62,38,10.71,-38.71,19.044349206349207,30.12,0.29,31
258799,Ontario,Kingston,male,College,Rural,0.0,Married,Star,2021-03-09,2021-11-09,4699.03,2021 Promotion,2,1,59,98995,1677.88,0.25,0.06,0,0,0,0,2,12,0,19,15,7,0,4,0,0,59,0.0,0.0,20.065873015873024,79.64,0.79,8
597630,Quebec,Montreal,male,College,Suburban,0.0,Married,Star,2018-12-02,2020-04-05,4715.29,Standard,2,1,44,92142,2094.14,0.18,0.0,21,15,0,28,0,0,0,0,0,0,0,0,0,23,0,9.52,-100.0,13.42980158730159,107.17,0.0,16
601583,Alberta,Calgary,male,Doctor,Suburban,15680.0,Divorced,Star,2019-10-13,2021-04-30,4718.56,Standard,5,1,158,260104,1646.23,0.12,0.0,68,2,13,11,9,21,32,15,0,28,0,19,8,75,16,10.29,-78.67,28.715706349206357,29.86,0.0,19
352581,British Columbia,Vancouver,male,Bachelor,Suburban,26277.0,Single,Star,2020-01-04,2020-09-04,4720.61,Standard,3,1,70,130289,1861.27,0.24,0.11,33,0,0,0,8,0,25,30,0,8,0,0,0,37,0,12.12,-100.0,19.711134920634922,67.44,0.34,8
833627,Ontario,Toronto,female,Bachelor,Urban,30686.0,Single,Star,2020-10-04,2021-06-04,4731.37,Standard,3,1,59,178282,3021.73,0.17,0.0,10,10,11,0,11,3,3,0,0,0,0,6,15,11,38,10.0,245.45,11.30751587301587,80.19,0.0,8
794348,British Columbia,Vancouver,male,College,Suburban,0.0,Single,Star,2020-01-19,2020-09-19,4755.48,Standard,2,1,93,169383,1821.32,0.11,0.0,44,0,11,0,2,21,15,0,21,23,0,0,0,49,0,11.36,-100.0,18.305801587301584,51.13,0.0,8
790287,Ontario,Sudbury,female,Bachelor,Urban,76194.0,Single,Star,2020-10-28,2021-06-28,4770.98,Standard,3,1,64,108844,1700.69,0.2,0.05,14,6,11,11,0,0,8,0,0,0,0,11,17,15,36,7.14,140.0,12.520214285714289,74.55,0.89,8
644417,British Columbia,Victoria,female,College,Suburban,0.0,Divorced,Star,2020-03-23,2020-11-23,4778.68,Standard,2,1,139,213908,1538.91,0.18,0.08,66,0,0,0,21,30,0,19,34,15,17,2,0,73,0,10.61,-100.0,33.705420634920635,34.38,0.29,8
874589,British Columbia,Vancouver,female,High School or Below,Suburban,20647.0,Divorced,Star,2020-05-10,2021-01-10,4792.83,Standard,1,1,101,191742,1898.44,0.04,0.0,47,2,0,0,0,0,4,6,25,15,11,13,25,52,2,10.64,-96.15,17.907428571428568,47.45,0.0,8
377302,Quebec,Quebec City,male,Doctor,Urban,23634.0,Married,Star,2020-03-25,2020-11-25,4803.78,Standard,5,1,104,196508,1889.5,0.26,0.0,50,0,0,0,4,21,0,34,0,25,19,2,0,55,0,10.0,-100.0,28.515706349206354,46.19,0.0,8
260712,Nova Scotia,Halifax,female,Bachelor,Rural,39310.0,Married,Star,2020-08-27,2021-04-27,4836.89,Standard,3,1,58,149005,2569.05,0.38,0.05,8,9,8,15,9,0,0,0,0,15,0,0,2,9,41,12.5,355.56,13.568087301587305,83.39,0.63,8
833679,Ontario,Toronto,female,Doctor,Urban,10743.0,Married,Star,2020-04-19,2021-11-20,4875.32,Standard,5,1,147,329730,2243.06,0.27,0.02,51,0,6,0,0,22,37,32,31,0,19,0,0,57,39,11.76,-31.58,30.891642857142852,33.17,0.92,19
299366,Quebec,Montreal,female,College,Suburban,0.0,Married,Star,2019-02-27,2020-11-15,4877.61,Standard,2,1,116,270930,2335.6,0.2,0.04,55,6,13,15,4,28,0,25,0,23,2,0,0,61,0,10.91,-100.0,23.729039682539685,42.05,0.49,21
608601,Quebec,Montreal,female,Bachelor,Rural,72859.0,Divorced,Star,2016-08-11,2021-11-04,4901.89,Standard,3,1,137,301881,2203.51,0.23,0.07,50,9,0,13,7,21,36,10,0,19,3,5,15,56,31,12.0,-44.64,27.557999999999993,35.78,0.23,63
997370,British Columbia,West Vancouver,male,Bachelor,Suburban,49185.0,Married,Star,2020-05-22,2021-01-22,4926.28,Standard,3,1,116,236368,2037.66,0.24,0.0,55,0,0,0,0,0,34,15,23,4,17,0,23,61,0,10.91,-100.0,28.69361111111111,42.47,0.0,8
335137,Ontario,Toronto,male,Bachelor,Urban,37260.0,Married,Star,2017-12-03,2021-08-29,4932.92,Standard,3,1,168,242843,1445.49,0.2,0.05,52,12,5,28,11,24,14,7,30,17,11,8,0,58,58,11.54,0.0,24.236920634920637,29.36,0.43,45
326240,Quebec,Montreal,female,Bachelor,Rural,36913.0,Married,Star,2017-11-12,2020-08-24,4938.89,Standard,3,1,76,86862,1142.92,0.22,0.1,36,8,17,10,0,0,30,0,11,0,0,0,0,40,0,11.11,-100.0,16.825587301587305,64.99,0.59,33
696026,Quebec,Montreal,female,High School or Below,Rural,22842.0,Married,Star,2019-08-13,2020-04-13,4958.02,Standard,1,1,53,98070,1850.38,0.32,0.07,25,8,11,21,13,0,0,0,0,0,0,0,0,28,0,12.0,-100.0,9.234349206349204,93.55,0.74,8
154136,British Columbia,Whistler,male,Bachelor,Suburban,33176.0,Married,Star,2019-09-11,2020-06-06,4981.83,Standard,3,1,106,82637,779.59,0.08,0.0,50,0,23,28,19,0,36,0,0,0,0,0,0,56,0,12.0,-100.0,33.93796825396824,47.0,0.0,9
121236,British Columbia,Vancouver,female,Bachelor,Rural,86305.0,Married,Star,2020-03-04,2020-11-13,4984.62,Standard,3,1,48,104815,2183.65,0.48,0.15,22,0,0,0,0,0,11,0,0,6,10,21,0,25,0,13.64,-100.0,8.086753968253968,103.85,0.31,8
619141,Quebec,Quebec City,male,Bachelor,Rural,51523.0,Married,Star,2019-12-01,2020-08-01,5007.67,Standard,3,1,129,112463,871.81,0.19,0.09,61,15,17,0,0,21,30,13,32,0,0,0,0,68,0,11.48,-100.0,31.22615873015873,38.82,0.47,8
752548,Newfoundland,St. John's,female,Bachelor,Suburban,79814.0,Married,Star,2020-05-11,2021-08-17,5017.85,Standard,3,1,112,258628,2309.18,0.21,0.02,40,3,8,2,4,1,6,27,38,0,0,21,2,44,28,10.0,-36.36,24.20457142857143,44.8,0.79,15
667517,Saskatchewan,Regina,female,College,Rural,0.0,Married,Star,2021-02-05,2021-10-05,5028.74,2021 Promotion,2,1,43,147960,3440.93,0.49,0.0,0,0,0,3,11,0,5,19,2,0,3,0,0,0,43,0.0,0.0,13.646825396825397,116.95,0.0,8
114924,Ontario,Ottawa,female,College,Rural,0.0,Married,Star,2020-11-25,2021-07-25,5037.95,Standard,2,1,56,122579,2188.91,0.32,0.0,14,6,7,0,3,7,3,0,0,0,0,0,30,16,26,14.29,62.5,15.05714285714286,89.96,0.0,8
821944,Ontario,Toronto,male,Bachelor,Urban,72919.0,Married,Star,2019-12-20,2020-08-20,5038.98,Standard,3,1,76,134841,1774.22,0.58,0.0,36,2,8,11,4,0,27,25,0,0,0,0,0,40,0,11.11,-100.0,17.23930158730159,66.3,0.0,8
238939,British Columbia,Vancouver,female,Bachelor,Urban,67371.0,Married,Star,2017-11-20,2020-09-25,5059.33,Standard,3,1,57,187942,3297.23,0.11,0.0,27,6,6,0,11,0,11,0,23,0,0,0,0,30,0,11.11,-100.0,9.52257142857143,88.76,0.0,34
105251,Ontario,Trenton,female,Bachelor,Rural,66933.0,Married,Star,2017-10-27,2020-08-20,5074.25,Standard,3,1,66,141529,2144.38,0.23,0.0,31,17,10,0,4,2,34,0,0,0,0,0,0,35,0,12.9,-100.0,18.985992063492066,76.88,0.0,34
847502,Prince Edward Island,Charlottetown,male,Bachelor,Suburban,20244.0,Married,Star,2020-05-23,2021-01-23,5091.1,Standard,3,1,88,163376,1856.55,0.05,0.04,40,4,0,0,0,0,23,28,0,13,0,15,4,44,4,10.0,-90.91,19.499999999999996,57.85,0.74,8
512580,Ontario,Toronto,male,High School or Below,Urban,21665.0,Divorced,Star,2020-06-06,2021-02-06,5097.53,Standard,1,1,101,203746,2017.29,0.13,0.0,42,6,6,0,0,0,0,28,23,10,19,0,10,47,12,11.9,-74.47,20.752658730158736,50.47,0.0,8
481987,Quebec,Montreal,male,Bachelor,Suburban,77025.0,Single,Star,2020-02-26,2020-10-26,5104.35,Standard,3,1,53,50783,958.17,0.0,0.0,25,0,0,0,0,30,0,0,23,0,0,0,0,28,0,12.0,-100.0,18.439492063492057,96.31,0.0,8
623154,British Columbia,Victoria,female,Bachelor,Suburban,58206.0,Married,Star,2019-08-18,2020-04-18,5122.72,Standard,3,1,66,63922,968.52,0.2,0.0,32,0,23,21,23,0,0,0,0,0,0,0,0,35,0,9.38,-100.0,17.64142063492064,77.62,0.0,8
109956,Ontario,Toronto,female,Bachelor,Rural,78460.0,Married,Star,2020-05-13,2021-01-13,5137.85,Standard,3,1,96,293030,3052.4,0.06,0.0,40,10,0,0,0,0,0,11,25,8,10,2,30,45,10,12.5,-77.78,21.631134920634928,53.52,0.0,8
737221,British Columbia,Dawson Creek,female,College,Urban,0.0,Single,Star,2020-01-29,2020-09-29,5156.07,Standard,2,1,101,147193,1457.36,0.19,0.0,48,0,15,28,0,11,0,27,0,19,0,0,0,53,0,10.42,-100.0,24.066563492063487,51.05,0.0,8
122517,British Columbia,West Vancouver,female,Bachelor,Urban,80797.0,Married,Star,2019-07-12,2020-03-12,5166.19,Standard,3,1,23,18762,815.74,0.0,0.0,11,0,0,23,0,0,0,0,0,0,0,0,0,12,0,9.09,-100.0,7.034285714285716,224.62,0.0,8
989527,British Columbia,Vancouver,female,Bachelor,Urban,97131.0,Married,Star,2021-02-03,2021-10-03,5181.62,2021 Promotion,3,1,39,74322,1905.69,0.13,0.15,0,0,0,2,0,10,10,0,0,13,4,0,0,0,39,0.0,0.0,9.907142857142857,132.86,0.47,8
620792,British Columbia,Vancouver,male,Bachelor,Suburban,23401.0,Single,Star,2020-02-15,2020-06-16,5200.23,Standard,3,1,74,92254,1246.68,0.2,0.0,35,0,0,21,19,15,19,0,0,0,0,0,0,39,0,11.43,-100.0,15.552214285714289,70.27,0.0,4
679531,Manitoba,Winnipeg,female,Bachelor,Rural,94392.0,Married,Star,2018-08-02,2020-07-23,5206.11,Standard,3,1,55,140790,2559.82,0.11,0.05,26,2,8,0,4,2,0,40,0,0,0,0,0,29,0,11.54,-100.0,21.534182539682536,94.66,0.76,24
369715,Manitoba,Winnipeg,male,Bachelor,Suburban,85721.0,Married,Star,2021-01-08,2021-10-05,5218.34,Standard,3,1,60,119631,1993.85,0.37,0.02,0,0,4,0,0,0,17,18,5,5,11,0,0,0,60,0.0,0.0,20.000000000000004,86.97,1.89,9
217967,Ontario,Toronto,male,College,Suburban,0.0,Single,Star,2019-12-08,2020-08-08,5227.77,Standard,2,1,78,140613,1802.73,0.29,0.0,37,10,19,0,0,15,0,34,0,0,0,0,0,41,0,10.81,-100.0,21.713230158730155,67.02,0.0,8
161650,Ontario,Toronto,female,Bachelor,Urban,66957.0,Married,Star,2020-01-01,2020-09-01,5234.33,Standard,3,1,80,218373,2729.66,0.35,0.04,38,8,6,21,6,10,0,28,0,2,0,0,0,42,0,10.53,-100.0,15.942,65.43,0.55,8
240135,Ontario,Ottawa,female,Bachelor,Rural,28909.0,Married,Star,2020-12-10,2021-08-10,5246.28,Standard,3,1,76,83541,1099.22,0.25,0.06,0,6,0,12,13,16,11,18,0,0,0,0,0,0,76,0.0,0.0,25.415873015873018,69.03,1.13,8
128754,New Brunswick,Fredericton,male,Bachelor,Rural,45856.0,Divorced,Star,2017-02-08,2020-07-07,5316.64,Standard,3,1,87,116920,1343.91,0.39,0.0,41,17,10,0,6,30,19,6,0,0,0,0,0,46,0,12.2,-100.0,18.760349206349204,61.11,0.0,41
624569,Quebec,Montreal,female,Bachelor,Rural,32116.0,Married,Star,2021-02-05,2021-10-05,5320.61,2021 Promotion,3,1,59,116079,1967.44,0.36,0.0,0,0,0,0,11,14,4,0,14,3,13,0,0,0,59,0.0,0.0,17.437301587301587,90.18,0.0,8
203143,Ontario,Toronto,female,Bachelor,Urban,55289.0,Single,Star,2016-07-26,2020-09-09,5323.27,Standard,3,1,89,229303,2576.44,0.3,0.06,42,0,0,6,10,25,4,32,2,11,0,0,0,47,0,11.9,-100.0,21.234753968253973,59.81,0.4,49
517614,Ontario,Toronto,female,Bachelor,Rural,68931.0,Married,Star,2020-10-10,2021-06-10,5332.46,Standard,3,1,39,86201,2210.28,0.08,0.0,8,0,3,1,7,0,11,0,0,0,0,17,0,9,22,12.5,144.44,8.118373015873017,136.73,0.0,8
118511,Saskatchewan,Regina,male,Bachelor,Rural,89158.0,Single,Star,2017-04-01,2020-02-04,5350.0,Standard,3,1,25,33486,1339.44,0.08,0.0,12,6,19,0,0,0,0,0,0,0,0,0,0,13,0,8.33,-100.0,5.152658730158729,214.0,0.0,34
792412,British Columbia,Vancouver,male,Doctor,Urban,13103.0,Married,Star,2019-08-04,2020-04-04,5384.67,Standard,5,1,55,107772,1959.49,0.18,0.0,26,21,19,6,10,0,0,0,0,0,0,0,0,29,0,11.54,-100.0,10.777611111111112,97.9,0.0,8
582427,Quebec,Hull,male,Bachelor,Suburban,55992.0,Married,Star,2019-12-20,2021-11-02,5412.46,Standard,3,1,234,455192,1945.26,0.23,0.0,85,32,19,13,4,23,39,38,10,6,11,7,32,94,55,10.59,-41.49,38.77015873015872,23.13,0.0,22
716236,Quebec,Montreal,male,Bachelor,Suburban,85447.0,Single,Star,2020-02-08,2020-10-08,5421.54,Standard,3,1,89,87594,984.2,0.19,0.0,42,0,0,21,0,0,23,0,34,11,0,0,0,47,0,11.9,-100.0,25.992468253968255,60.92,0.0,8
311952,British Columbia,Vancouver,female,Bachelor,Suburban,43091.0,Married,Star,2020-10-05,2021-06-05,5450.39,Standard,3,1,66,92035,1394.47,0.15,0.03,18,3,9,11,5,0,0,0,0,0,0,6,32,20,28,11.11,40.0,18.696571428571424,82.58,1.99,8
991210,Ontario,Toronto,male,Bachelor,Rural,50943.0,Divorced,Star,2020-03-29,2020-11-29,5489.21,Standard,3,1,59,128239,2173.54,0.03,0.08,28,0,0,0,0,0,2,0,28,28,0,0,0,31,0,10.71,-100.0,20.569801587301583,93.04,0.55,8
162485,Manitoba,Winnipeg,male,College,Urban,0.0,Single,Star,2018-11-25,2021-01-04,5553.76,Standard,2,1,106,173498,1636.77,0.14,0.0,50,11,13,21,0,4,32,11,0,0,11,2,0,56,0,12.0,-100.0,20.595682539682542,52.39,0.0,25
700924,Quebec,Montreal,male,Bachelor,Rural,41853.0,Single,Star,2020-07-28,2021-11-12,5555.56,Standard,3,1,81,201772,2491.01,0.49,0.07,19,0,8,0,9,3,12,0,6,4,12,1,27,21,41,10.53,95.24,16.19227777777778,68.59,0.4,16
661069,British Columbia,Vancouver,male,Bachelor,Urban,77265.0,Married,Star,2016-09-12,2020-12-30,5577.24,Standard,3,1,104,161525,1553.12,0.44,0.0,50,0,19,17,13,28,0,11,0,15,0,0,0,55,0,10.0,-100.0,20.034563492063494,53.63,0.0,52
153645,Quebec,Montreal,female,College,Urban,0.0,Married,Star,2019-05-14,2020-01-14,5619.69,Standard,2,1,6,39220,6536.67,0.0,0.0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,-100.0,0.4396428571428572,936.61,0.0,8
779211,Ontario,Toronto,female,Bachelor,Rural,37595.0,Married,Star,2018-02-27,2020-09-14,5633.95,Standard,3,1,116,216024,1862.28,0.28,0.08,55,8,6,30,6,13,4,8,27,15,0,0,0,61,0,10.91,-100.0,21.350182539682546,48.57,0.31,31
766562,Saskatchewan,Regina,female,Bachelor,Urban,59325.0,Married,Star,2020-11-05,2021-07-05,5635.29,Standard,3,1,53,180852,3412.3,0.57,0.08,4,8,3,4,9,0,11,10,0,0,0,0,8,4,45,0.0,1025.0,9.803015873015871,106.33,0.4,8
210442,Newfoundland,St. John's,female,Bachelor,Suburban,66156.0,Married,Star,2021-03-07,2021-11-07,5762.47,2021 Promotion,3,1,37,110627,2989.92,0.35,0.0,0,0,0,0,7,0,0,13,2,7,5,3,0,0,37,0.0,0.0,7.62777777777778,155.74,0.0,8
128245,Ontario,Toronto,female,Bachelor,Rural,24860.0,Married,Star,2019-07-16,2020-03-16,5810.63,Standard,3,1,19,30045,1581.32,0.53,0.0,9,17,2,0,0,0,0,0,0,0,0,0,0,10,0,11.11,-100.0,3.95406349206349,305.82,0.0,8
839263,British Columbia,Vancouver,male,Bachelor,Rural,81082.0,Married,Star,2018-10-11,2021-12-23,5838.9,Standard,3,1,282,422062,1496.67,0.2,0.01,92,4,21,34,31,21,18,25,30,28,21,8,41,102,88,10.87,-13.73,26.206634920634922,20.71,1.07,38
204926,Ontario,Sudbury,male,Bachelor,Suburban,86498.0,Married,Star,2020-02-19,2020-10-19,5893.37,Standard,3,1,49,155251,3168.39,0.73,0.07,23,0,0,21,0,0,4,0,11,2,11,0,0,26,0,13.04,-100.0,8.302634920634922,120.27,0.57,8
683910,British Columbia,Victoria,female,Bachelor,Suburban,29227.0,Married,Star,2020-07-06,2021-08-14,5897.56,Standard,3,1,94,247467,2632.63,0.2,0.02,16,6,0,13,5,0,16,20,8,2,25,0,0,18,60,12.5,233.33,27.89057142857143,62.74,1.28,13
604471,British Columbia,Vancouver,male,Master,Rural,23091.0,Married,Star,2018-08-14,2020-06-02,5926.73,Standard,4,1,28,83355,2976.96,0.07,0.0,14,19,2,0,0,0,8,0,0,0,0,0,0,15,0,7.14,-100.0,5.40592857142857,211.67,0.0,22
